,Country Code,Country Code (Metadata - Countries),Country Name,Income Group,Income Group (group),Region,SpecialNotes,TableName,Year,CO2 (kt),CO2 Per Capita (metric tons),Oil - Crude prices since 1861
2437,FRA,FRA,France,High income: OECD,High income: OECD,Europe & Central Asia,"A simple multiplier is used to convert the national currencies of EMU members to euros. The following irrevocable euro conversion rate was adopted by the EU Council on January 1, 1999: 1 euro = 6.55957 French franc. Please note that historical data before 1999 are not actual euros and are not comparable or suitable for aggregation across countries.",France,1971,462434.369,8.81155982,2.24
2438,HUN,HUN,Hungary,High income: OECD,High income: OECD,Europe & Central Asia,"April 2012 database update: Based on data from the Organisation for Economic Co-operation and Development, national accounts data were revised for 1991 onward.",Hungary,1971,69280.631,6.682458042,2.24
2439,SWE,SWE,Sweden,High income: OECD,High income: OECD,Europe & Central Asia,Fiscal year end: June 30; reporting period for national accounts data: CY.,Sweden,1971,84590.356,10.44540223,2.24
2440,CHL,CHL,Chile,High income: OECD,High income: OECD,Latin America & Caribbean,,Chile,1971,27095.463,2.781424141,2.24
2441,ISR,ISR,Israel,High income: OECD,High income: OECD,Middle East & North Africa,Based on official government statistics for chain linked series; the new reference year is 2010.,Israel,1971,16248.477,5.294388074,2.24
2442,CAN,CAN,Canada,High income: OECD,High income: OECD,North America,Fiscal year end: March 31; reporting period for national accounts data: CY.,Canada,1971,352607.719,16.29009027,2.24
2443,USA,USA,United States,High income: OECD,High income: OECD,North America,Fiscal year end: September 30; reporting period for national accounts data: CY.,United States,1971,4356770.034,20.98020348,2.24
2444,KHM,KHM,Cambodia,Low income,Low income,East Asia & Pacific,,Cambodia,1971,249.356,0.034788767,2.24
2445,PRK,PRK,"Korea, Dem. People’s Rep.",Low income,Low income,East Asia & Pacific,,"Korea, Dem. People's Rep.",1971,,,2.24
2446,HTI,HTI,Haiti,Low income,Low income,Latin America & Caribbean,"Fiscal year end: September 30; reporting period for national accounts data: FY. In 2010, the government revised national accounts data following changes in the methodology. Current price series since 1991 and constant price series since 1996 were revised.",Haiti,1971,403.37,0.084155391,2.24
2447,NPL,NPL,Nepal,Low income,Low income,South Asia,Fiscal year end: July 14; reporting period for national accounts data: FY.,Nepal,1971,198.018,0.016187921,2.24
2448,AFG,AFG,Afghanistan,Low income,Low income,South Asia,Fiscal year end: March 20; reporting period for national accounts data: FY (from 2013 are CY). National accounts data are sourced from the IMF and differ from the Central Statistics Organization numbers due to exclusion of the opium economy.,Afghanistan,1971,1895.839,0.166114846,2.24
2449,BDI,BDI,Burundi,Low income,Low income,Sub-Saharan Africa,,Burundi,1971,73.34,0.020908925,2.24
2450,BFA,BFA,Burkina Faso,Low income,Low income,Sub-Saharan Africa,,Burkina Faso,1971,150.347,0.026268923,2.24
2451,CAF,CAF,Central African Republic,Low income,Low income,Sub-Saharan Africa,,Central African Republic,1971,183.35,0.098323803,2.24
2452,COM,COM,Comoros,Low income,Low income,Sub-Saharan Africa,,Comoros,1971,29.336,0.12583807,2.24
2453,GIN,GIN,Guinea,Low income,Low income,Sub-Saharan Africa,,Guinea,1971,814.074,0.191137475,2.24
2454,MDG,MDG,Madagascar,Low income,Low income,Sub-Saharan Africa,,Madagascar,1971,1026.76,0.151879665,2.24
2455,MLI,MLI,Mali,Low income,Low income,Sub-Saharan Africa,,Mali,1971,227.354,0.037613168,2.24
2456,SOM,SOM,Somalia,Low income,Low income,Sub-Saharan Africa,,Somalia,1971,187.017,0.0537781,2.24
2457,TGO,TGO,Togo,Low income,Low income,Sub-Saharan Africa,"April 2013 database update: Based on IMF data, national accounts data have been revised for 2000; the new base year is 2000.",Togo,1971,315.362,0.144286786,2.24
2458,ERI,ERI,Eritrea,Low income,Low income,Sub-Saharan Africa,"April 2013 database update: Based on IMF data, national accounts data were revised for 2000 onward; the base year changed to 2000.",Eritrea,1971,,,2.24
2459,TCD,TCD,Chad,Low income,Low income,Sub-Saharan Africa,"Based on IMF data, national accounts data have been revised for 2005 onward; the new base year is 2005.",Chad,1971,150.347,0.040335817,2.24
2460,RWA,RWA,Rwanda,Low income,Low income,Sub-Saharan Africa,"Based on official government statistics, national accounts data are revised for 2006 onward; the new base year is 2011. Rwanda reports using SNA 2008.",Rwanda,1971,62.339,0.01611516,2.24
2461,NER,NER,Niger,Low income,Low income,Sub-Saharan Africa,"Based on official government statistics, national accounts data have been revised from 2006 onward; the new base year is 2006.",Niger,1971,231.021,0.049970788,2.24
2462,BEN,BEN,Benin,Low income,Low income,Sub-Saharan Africa,"Based on official government statistics, the new base year is 2007. Price valuation is in basic prices.",Benin,1971,293.36,0.0987099,2.24
2463,COD,COD,"Congo, Dem. Rep.",Low income,Low income,Sub-Saharan Africa,Based on official government statistics; the new base year 2005.,"Congo, Dem. Rep.",1971,2962.936,0.14408987,2.24
2464,MOZ,MOZ,Mozambique,Low income,Low income,Sub-Saharan Africa,Based on official government statistics; the new base year is 2009.,Mozambique,1971,3615.662,0.381848624,2.24
2465,ETH,ETH,Ethiopia,Low income,Low income,Sub-Saharan Africa,"Fiscal year end: July 7; reporting period for national accounts data: FY. Based on IMF data, national accounts data have been revised for 2000 onward; the new base year is 2010/11.",Ethiopia,1971,1851.835,0.063318889,2.24
2466,SLE,SLE,Sierra Leone,Low income,Low income,Sub-Saharan Africa,"Fiscal year end: June 30; reporting period for national accounts data: CY. April 2013 database update: Based on official government statistics, national accounts data were revised for 1990 onward; the base year changed to 2006.",Sierra Leone,1971,803.073,0.313897189,2.24
2467,GMB,GMB,"Gambia, The",Low income,Low income,Sub-Saharan Africa,"Fiscal year end: June 30; reporting period for national accounts data: CY. April 2013 database update: Based on official government statistics, national accounts data were revised for 2004 onward; the base year changed to 2004.","Gambia, The",1971,55.005,0.119525938,2.24
2468,ZWE,ZWE,Zimbabwe,Low income,Low income,Sub-Saharan Africa,"Fiscal year end: June 30; reporting period for national accounts data: CY. As of January 2009, multiple hard currencies, such as rand, pound sterling, euro and U.S. dollar are in use. Data are reported in U.S. dollars, the most-used currency.",Zimbabwe,1971,8742.128,1.623319002,2.24
2469,UGA,UGA,Uganda,Low income,Low income,Sub-Saharan Africa,Fiscal year end: June 30; reporting period for national accounts data: FY. Based on official government statistics; the new base year is 2009/10. Uganda reports using SNA 2008. Price valuation is in producer prices.,Uganda,1971,1441.131,0.148258939,2.24
2470,MWI,MWI,Malawi,Low income,Low income,Sub-Saharan Africa,"Fiscal year end: March 31; reporting period for national accounts data: CY. Based on IMF data, national accounts data have been revised for 2000 onward; the new base year is 2009.",Malawi,1971,502.379,0.106240562,2.24
2471,GNB,GNB,Guinea-Bissau,Low income,Low income,Sub-Saharan Africa,"In 2010, national accounts data for 2003-09 were revised. The new data had broader coverage of all sectors of the economy, and GDP in current prices averaged 89 percent higher than previous estimates.",Guinea-Bissau,1971,73.34,0.10117774,2.24
2472,LBR,LBR,Liberia,Low income,Low income,Sub-Saharan Africa,National accounts local currency data have been revised to be reported in U.S. dollars instead of Liberian dollars.,Liberia,1971,1525.472,1.046482369,2.24
2473,SSD,SSD,South Sudan,Low income,Low income,Sub-Saharan Africa,"South Sudan declared its independence on July 9, 2011. Data are shown separately for South Sudan where available.",South Sudan,1971,,,2.24
2474,TZA,TZA,Tanzania,Low income,Low income,Sub-Saharan Africa,The new base year is 2007. Tanzania reports using a blend of SNA 1993 and SNA 2008.,Tanzania,1971,2464.224,0.175442591,2.24
2475,LAO,LAO,Lao PDR,Lower middle income,Lower middle income & Upper middle income,East Asia & Pacific,,Lao PDR,1971,421.705,0.152811931,2.24
2476,PNG,PNG,Papua New Guinea,Lower middle income,Lower middle income & Upper middle income,East Asia & Pacific,,Papua New Guinea,1971,825.075,0.329624693,2.24
2477,VUT,VUT,Vanuatu,Lower middle income,Lower middle income & Upper middle income,East Asia & Pacific,"2013 national accounts estimates are based on IMF reports. Based on official government statistics, value added is measured at producer prices through 1997 and at basic prices from 1998 onward.",Vanuatu,1971,58.672,0.66655306,2.24
2478,VNM,VNM,Vietnam,Lower middle income,Lower middle income & Upper middle income,East Asia & Pacific,"Based on data from the Vietnam Statistics Office, national accounts data have been revised from 2000 onward; the new base year is 2010.",Vietnam,1971,24528.563,0.560973425,2.24
2479,KIR,KIR,Kiribati,Lower middle income,Lower middle income & Upper middle income,East Asia & Pacific,"Based on IMF and World Bank data, GDP in current and constant prices have been revised from 2000 onward. Value added components are calculated using shares from the Asian Development Bank.",Kiribati,1971,29.336,0.563936947,2.24
2480,TLS,TLS,Timor-Leste,Lower middle income,Lower middle income & Upper middle income,East Asia & Pacific,"Based on official government statistics, national account data have been revised, and value added is measured at basic prices; the new base year is 2010.",Timor-Leste,1971,,,2.24
2481,IDN,IDN,Indonesia,Lower middle income,Lower middle income & Upper middle income,East Asia & Pacific,Fiscal year end: March 31; reporting period for national accounts data: CY. Data for Indonesia include Timor-Leste through 1999 unless otherwise noted. Statistics Indonesia revised national accounts based on SNA2008. The new base year is 2010. Price valuation is in basic prices.,Indonesia,1971,38987.544,0.330621478,2.24
2482,MMR,MMR,Myanmar,Lower middle income,Lower middle income & Upper middle income,East Asia & Pacific,Fiscal year end: March 31; reporting period for national accounts data: FY.,Myanmar,1971,5104.464,0.183372078,2.24
2483,WSM,WSM,Samoa,Lower middle income,Lower middle income & Upper middle income,East Asia & Pacific,"Fiscal year ends on June 30; reporting period for national accounts data: FY. Data are revised from Samoa Bureau of Statistics and Central Bank of Samoa. The new base year is 2008/09. Other methodological changes include increased reliance on summary data from the country’s Value Added Goods and Services Tax system, incorporation of more recent benchmarks, and use of improved data sources.",Samoa,1971,36.67,0.252136664,2.24
2484,FSM,FSM,"Micronesia, Fed. Sts.",Lower middle income,Lower middle income & Upper middle income,East Asia & Pacific,"Fiscal year ends on September 30; reporting period for national accounts data: FY. Based on the Pacific and Virgin Islands Training Initiative, national accounts data have been revised from 2009 onward. 2013 estimates are based on the IMF Small States Monitor, Issue 1.2014. In 2010, the government statistical office revised national accounts data for 1995-2008.","Micronesia, Fed. Sts.",1971,,,2.24
2485,SLB,SLB,Solomon Islands,Lower middle income,Lower middle income & Upper middle income,East Asia & Pacific,National accounts data have been revised from 2007 to 2013 based on IMF reports.,Solomon Islands,1971,47.671,0.286804962,2.24
2486,PHL,PHL,Philippines,Lower middle income,Lower middle income & Upper middle income,East Asia & Pacific,"Source for GNI and net income from abroad is changed to national statistical office from central bank. April 2012 database update: National accounts data were revised for 1998 onward. Because intellectual property products are now reported as a part of gross fixed capital formation, gross domestic product (GDP) in current prices averaged 4 percent higher than previous estimates.",Philippines,1971,27586.841,0.748603832,2.24
2487,ARM,ARM,Armenia,Lower middle income,Lower middle income & Upper middle income,Europe & Central Asia,,Armenia,1971,,,2.24
2488,GEO,GEO,Georgia,Lower middle income,Lower middle income & Upper middle income,Europe & Central Asia,,Georgia,1971,,,2.24
2489,KGZ,KGZ,Kyrgyz Republic,Lower middle income,Lower middle income & Upper middle income,Europe & Central Asia,,Kyrgyz Republic,1971,,,2.24
2490,MDA,MDA,Moldova,Lower middle income,Lower middle income & Upper middle income,Europe & Central Asia,,Moldova,1971,,,2.24
2491,TJK,TJK,Tajikistan,Lower middle income,Lower middle income & Upper middle income,Europe & Central Asia,,Tajikistan,1971,,,2.24
2492,UKR,UKR,Ukraine,Lower middle income,Lower middle income & Upper middle income,Europe & Central Asia,,Ukraine,1971,,,2.24
2493,UZB,UZB,Uzbekistan,Lower middle income,Lower middle income & Upper middle income,Europe & Central Asia,,Uzbekistan,1971,,,2.24
2494,KSV,KSV,Kosovo,Lower middle income,Lower middle income & Upper middle income,Europe & Central Asia,"Kosovo became a World Bank member on June 29, 2009. Since 1999, Kosovo has been a territory under international administration pursuant to UN Security Council Resolution 1244 (1999).",Kosovo,1971,,,2.24
2495,BOL,BOL,Bolivia,Lower middle income,Lower middle income & Upper middle income,Latin America & Caribbean,,Bolivia,1971,3061.945,0.665553985,2.24
2496,GTM,GTM,Guatemala,Lower middle income,Lower middle income & Upper middle income,Latin America & Caribbean,,Guatemala,1971,2442.222,0.437844937,2.24
2497,HND,HND,Honduras,Lower middle income,Lower middle income & Upper middle income,Latin America & Caribbean,,Honduras,1971,1331.121,0.481166798,2.24
2498,SLV,SLV,El Salvador,Lower middle income,Lower middle income & Upper middle income,Latin America & Caribbean,,El Salvador,1971,1510.804,0.401249106,2.24
2499,NIC,NIC,Nicaragua,Lower middle income,Lower middle income & Upper middle income,Latin America & Caribbean,"April 2013 database update: Based on official government statistics, national accounts data were revised for 1994 onward; the base year changed to 2006.",Nicaragua,1971,1507.137,0.609521502,2.24
2500,GUY,GUY,Guyana,Lower middle income,Lower middle income & Upper middle income,Latin America & Caribbean,"In 2010, the Bureau of Statistics introduced a new series of GDP rebased to year 2006. Current price GDP averaged 63 percent higher than previous estimates.",Guyana,1971,1499.803,2.130974083,2.24
2501,DJI,DJI,Djibouti,Lower middle income,Lower middle income & Upper middle income,Middle East & North Africa,,Djibouti,1971,161.348,0.95263624,2.24
2502,SYR,SYR,Syrian Arab Republic,Lower middle income,Lower middle income & Upper middle income,Middle East & North Africa,"April 2013 database update: Based on data from the Central Bureau of Statistics, national accounts data were revised for 2003 onward.",Syrian Arab Republic,1971,8885.141,1.346362817,2.24
2503,MAR,MAR,Morocco,Lower middle income,Lower middle income & Upper middle income,Middle East & North Africa,"Based on data from the Moroccan Haut Commissariat au Plan, the new base year is 2007.",Morocco,1971,8203.079,0.50049448,2.24
2504,YEM,YEM,"Yemen, Rep.",Lower middle income,Lower middle income & Upper middle income,Middle East & North Africa,"Based on official government statistics and International Monetary Fund data, national accounts data have been revised for 1990 onward. The new base year is 2007.","Yemen, Rep.",1971,1972.846,0.315003479,2.24
2505,EGY,EGY,"Egypt, Arab Rep.",Lower middle income,Lower middle income & Upper middle income,Middle East & North Africa,Fiscal year end: June 30; reporting period for national accounts data: FY. The new base year is 2011/12.,"Egypt, Arab Rep.",1971,23047.095,0.648098721,2.24
2506,PSE,PSE,West Bank and Gaza,Lower middle income,Lower middle income & Upper middle income,Middle East & North Africa,The new base year is 2004.,West Bank and Gaza,1971,,,2.24
2507,BTN,BTN,Bhutan,Lower middle income,Lower middle income & Upper middle income,South Asia,April 2013 database update: Data were updated using the government of Bhutan macroeconomic framework.,Bhutan,1971,3.667,0.012156352,2.24
2508,BGD,BGD,Bangladesh,Lower middle income,Lower middle income & Upper middle income,South Asia,Fiscal year end: June 30; reporting period for national accounts data: FY. The new base year is 2005/06.,Bangladesh,1971,,,2.24
2509,PAK,PAK,Pakistan,Lower middle income,Lower middle income & Upper middle income,South Asia,Fiscal year end: June 30; reporting period for national accounts data: FY. The new base year is 2005/06.,Pakistan,1971,23076.431,0.386601616,2.24
2510,IND,IND,India,Lower middle income,Lower middle income & Upper middle income,South Asia,Fiscal year end: March 31; reporting period for national accounts data: FY. Based on official government statistics; the new base year is 2011/12. India reports using SNA 2008.,India,1971,205869.047,0.3633376,2.24
2511,LKA,LKA,Sri Lanka,Lower middle income,Lower middle income & Upper middle income,South Asia,The Sri Lankan government has changed methodology and revised the production side of national accounts from 2010 to 2014. The new base year is 2010.,Sri Lanka,1971,3197.624,0.251979827,2.24
2512,CMR,CMR,Cameroon,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,,Cameroon,1971,810.407,0.116624672,2.24
2513,SEN,SEN,Senegal,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,,Senegal,1971,1353.123,0.31117013,2.24
2514,COG,COG,"Congo, Rep.",Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,"April 2013 database update: Based on IMF data, national accounts data were revised for 1990 onward; the base year changed to 1990.","Congo, Rep.",1971,685.729,0.498281123,2.24
2515,NGA,NGA,Nigeria,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,"Based on official government statistics released 6 April, 2014, national accounts data have been revised from 2010 onward; the new base year is 2010. The new GDP data are 60 to 75 percent higher than previously reported and incorporate improved data sources and methodology. Nigeria reports using SNA 2008.",Nigeria,1971,32280.601,0.561853839,2.24
2516,MRT,MRT,Mauritania,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,Based on official statistics from the Ministry of Economic Affairs and Development; the base year has been returned to 2004.,Mauritania,1971,399.703,0.337888067,2.24
2517,CPV,CPV,Cabo Verde,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,"Cabo Verde is the new name for the country previously listed as Cape Verde. Based on official government statistics and IMF data, national accounts data have been revised from 1990 onward; the new base year is 2007.",Cabo Verde,1971,36.67,0.134296272,2.24
2518,SDN,SDN,Sudan,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,"Demographic data (total population, life expectancy, fertility, child mortality, migration), education series, and HIV prevalence are reported separately for Sudan and South Sudan; see specific notes for other series. National accounts data exclude South Sudan after July 9, 2011. Other data reported for Sudan generally include South Sudan to 2011 unless otherwise noted. External debt data and land-related data (including population density, but excluding surface area after 2010) for all years include South Sudan.",Sudan,1971,4983.453,0.348436322,2.24
2519,KEN,KEN,Kenya,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,Fiscal year end: June 30; reporting period for national accounts data: CY. Based on official government statistics; the new base year is 2009.,Kenya,1971,3685.335,0.316134818,2.24
2520,LSO,LSO,Lesotho,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,Fiscal year end: March 31; reporting period for national accounts data: CY.,Lesotho,1971,,,2.24
2521,SWZ,SWZ,Swaziland,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,"Fiscal year end: March 31; reporting period for national accounts data: CY. Based on data from the Central Statistics Office of Swaziland and the IMF, the new base year is 2011.",Swaziland,1971,399.703,0.871349874,2.24
2522,GHA,GHA,Ghana,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,"In 2010, the Ghana Statistical Service revised the base year for Ghana's national accounts series from 1993 to 2006. The new GDP data were about 60 percent higher than previously reported and incorporated improved data sources and methodology.",Ghana,1971,2295.542,0.260051094,2.24
2523,STP,STP,Sao Tome and Principe,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,The base year has changed to 2001.,São Tomé and Principe,1971,11.001,0.144770954,2.24
2524,CIV,CIV,Cote d'Ivoire,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,The new base year is 2009.,Côte d'Ivoire,1971,2706.246,0.49315711,2.24
2525,ZMB,ZMB,Zambia,Lower middle income,Lower middle income & Upper middle income,Sub-Saharan Africa,"The new base year is 2010. National accounts data were rebased to reflect the January 1, 2013, introduction of the new Zambian kwacha at a rate of 1,000 old kwacha = 1 new kwacha. Zambia reports using SNA 2008.",Zambia,1971,3791.678,0.87547362,2.24
2526,ASM,ASM,American Samoa,Upper middle income,Lower middle income & Upper middle income,East Asia & Pacific,,American Samoa,1971,,,2.24
2527,TON,TON,Tonga,Upper middle income,Lower middle income & Upper middle income,East Asia & Pacific,"2013 national accounts estimates are based on IMF reports. Fiscal year ends on June 30; reporting period for national accounts data: FY. April 2013 database update: Based on data from the National Bureau of Statistics, national accounts data were revised; the base year changed to 2010/11.",Tonga,1971,18.335,0.214394294,2.24
2528,TUV,TUV,Tuvalu,Upper middle income,Lower middle income & Upper middle income,East Asia & Pacific,2013 national accounts estimates are based on IMF reports. Value added is measured at producer prices up to 1999 and at basic prices from 2000 onward.,Tuvalu,1971,,,2.24
2529,FJI,FJI,Fiji,Upper middle income,Lower middle income & Upper middle income,East Asia & Pacific,"Based on data from the Bureau of Statistics, national accounts data on the expenditure side have been revised from 2005 onward; the new base year is 2005.",Fiji,1971,550.05,1.0347046,2.24
2530,MYS,MYS,Malaysia,Upper middle income,Lower middle income & Upper middle income,East Asia & Pacific,"Based on data from the Malaysian Department of Statistics and Bank Negara Malaysia, the new base year is 2010.",Malaysia,1971,16677.516,1.491450516,2.24
2531,MNG,MNG,Mongolia,Upper middle income,Lower middle income & Upper middle income,East Asia & Pacific,"Based on data revised by the National Statistics Office of Mongolia, the new base year is 2010.",Mongolia,1971,3036.276,2.305362974,2.24
2532,THA,THA,Thailand,Upper middle income,Lower middle income & Upper middle income,East Asia & Pacific,"Fiscal year end: September 30; reporting period for national accounts data: CY. Based on data from the Bank of Thailand and the National Economics and Social Development Board (NESDB), the new base year is 2002.",Thailand,1971,19248.083,0.506996471,2.24
2533,MHL,MHL,Marshall Islands,Upper middle income,Lower middle income & Upper middle income,East Asia & Pacific,Fiscal year ends on September 30; reporting period for national accounts data: FY.,Marshall Islands,1971,,,2.24
2534,PLW,PLW,Palau,Upper middle income,Lower middle income & Upper middle income,East Asia & Pacific,Fiscal year ends on September 30; reporting period for national accounts data: FY. National accounts data are revised based on IMF reports.,Palau,1971,165.015,14.15708648,2.24
2535,CHN,CHN,China,Upper middle income,Lower middle income & Upper middle income,East Asia & Pacific,"On 1 July 1997 China resumed its exercise of sovereignty over Hong Kong; and on 20 December 1999 China resumed its exercise of sovereignty over Macao. Unless otherwise noted, data for China do not include data for Hong Kong SAR, China; Macao SAR, China; or Taiwan, China. Based on data from the National Bureau of Statistics, the methodology for national accounts exports and imports of goods and services in constant prices have been revised from 2000 onward.",China,1971,876633.02,1.042239697,2.24
2536,ALB,ALB,Albania,Upper middle income,Lower middle income & Upper middle income,Europe & Central Asia,,Albania,1971,4352.729,1.989497923,2.24
2537,BLR,BLR,Belarus,Upper middle income,Lower middle income & Upper middle income,Europe & Central Asia,,Belarus,1971,,,2.24
2538,TUR,TUR,Turkey,Upper middle income,Lower middle income & Upper middle income,Europe & Central Asia,,Turkey,1971,47733.339,1.340519914,2.24
2539,AZE,AZE,Azerbaijan,Upper middle income,Lower middle income & Upper middle income,Europe & Central Asia,April 2012 database update: National accounts historical expenditure series in constant prices were revised in line with State Statistical Committee data that were not previously available.,Azerbaijan,1971,,,2.24
2540,ROU,ROU,Romania,Upper middle income,Lower middle income & Upper middle income,Europe & Central Asia,"Based on data from EUROSTAT, the Romanian National Institute of Statistics, the National Bank of Romania, and World Bank estimates, the new base year is 2005.",Romania,1971,125829.438,6.149550423,2.24
2541,BIH,BIH,Bosnia and Herzegovina,Upper middle income,Lower middle income & Upper middle income,Europe & Central Asia,Based on official government statistics for chain linked series; the new reference year is 2010.,Bosnia and Herzegovina,1971,,,2.24
2542,MKD,MKD,"Macedonia, FYR",Upper middle income,Lower middle income & Upper middle income,Europe & Central Asia,"Based on revisions by the Macedonia State Statistics Office, the new base year is 2005.","Macedonia, FYR",1971,,,2.24
2543,MNE,MNE,Montenegro,Upper middle income,Lower middle income & Upper middle income,Europe & Central Asia,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators continue to include data for Montenegro through 2005.",Montenegro,1971,,,2.24
2544,SRB,SRB,Serbia,Upper middle income,Lower middle income & Upper middle income,Europe & Central Asia,"Montenegro declared independence from Serbia and Montenegro on June 3, 2006. Where available, data for each country are shown separately. However, for Serbia, some indicators, such as those series for which data appear only for Serbia and not Montenegro--e.g., aid, environment, external debt, balance of payments, various social indicators excluding population--continue to include data for Montenegro through 2005. Moreover, data from 1999 onward for Serbia for most indicators exclude data for Kosovo, 1999 being the year when Kosovo became a territory under international administration pursuant to UN Security Council Resolution 1244 (1999); any exceptions are noted. Kosovo became a World Bank member on June 29, 2009; available data are shown separately for Kosovo. In 2011, the Statistical Office of Serbia improved the methodology of national accounts data for 2003 onward. Specifically, the classification of sectors was revised. The new reference year for chain linked series is 2010.",Serbia,1971,,,2.24
2545,TKM,TKM,Turkmenistan,Upper middle income,Lower middle income & Upper middle income,Europe & Central Asia,"On January 1, 2009, the Turkmen manat was redenominated (1 new manat = 5,000 old manats).",Turkmenistan,1971,,,2.24
2546,KAZ,KAZ,Kazakhstan,Upper middle income,Lower middle income & Upper middle income,Europe & Central Asia,The new reference year for chain linked series is 2005.,Kazakhstan,1971,,,2.24
2547,BGR,BGR,Bulgaria,Upper middle income,Lower middle income & Upper middle income,Europe & Central Asia,The new reference year for chain linked series is 2010. April 2011 database update: The National Statistical Office revised national accounts data from 1995 onward. GDP in current prices were about 4 percent higher than previous estimates.,Bulgaria,1971,64300.845,7.532552676,2.24
2548,BLZ,BLZ,Belize,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,,Belize,1971,143.013,1.146010962,2.24
2549,COL,COL,Colombia,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,,Colombia,1971,30326.09,1.341150986,2.24
2550,CRI,CRI,Costa Rica,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,,Costa Rica,1971,1529.139,0.805502732,2.24
2551,SUR,SUR,Suriname,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,,Suriname,1971,1716.156,4.605658863,2.24
2552,DMA,DMA,Dominica,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,"April 2012 database update: Based on official government statistics, national accounts data were revised for 2000 onward; the base year changed to 2006.",Dominica,1971,25.669,0.358675908,2.24
2553,GRD,GRD,Grenada,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,"April 2012 database update: Based on official government statistics, national accounts data were revised for 2000 onward; the base year changed to 2006.",Grenada,1971,47.671,0.506169038,2.24
2554,LCA,LCA,St. Lucia,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,"April 2012 database update: Based on official government statistics, national accounts data were revised for 2000 onward; the base year changed to 2006.",St. Lucia,1971,69.673,0.661103151,2.24
2555,VCT,VCT,St. Vincent and the Grenadines,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,"April 2012 database update: Based on official government statistics, national accounts data were revised for 2000 onward; the base year changed to 2006.",St. Vincent and the Grenadines,1971,29.336,0.320822397,2.24
2556,JAM,JAM,Jamaica,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,"April 2013 database update: Based on official government statistics, national accounts data were revised for 2002 onward; the base year changed to 2007.",Jamaica,1971,5753.523,3.035152448,2.24
2557,DOM,DOM,Dominican Republic,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,"Based on data from the Central Bank of Dominican Republic, the new base year is 2007.",Dominican Republic,1971,3523.987,0.760937217,2.24
2558,BRA,BRA,Brazil,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,"Based on official government statistics, the new reference year is 2000.",Brazil,1971,102635.663,1.043022036,2.24
2559,CUB,CUB,Cuba,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,"Based on official government statistics, the new reference year is 2005.",Cuba,1971,19607.449,2.21054512,2.24
2560,PRY,PRY,Paraguay,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,"National accounts data have been revised from 1960 onward. The methodology and base year have not changed but the output of two hydroelectric plants (shared with neighboring countries) has been added raising GDP from previous estimates. On the supply side, it was added in ""gas, electricity and water."" On the demand side changes were mainly to exports, but also for imports, investment and consumption. National accounts price valuations for 1991 to 2012 have also been corrected and changed from VAP to VAB.",Paraguay,1971,634.391,0.25021782,2.24
2561,ECU,ECU,Ecuador,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,National accounts have been revised from 1965 onward based on official government data; the new base year is 2007. The large upward changes are due to an improved calculation method for nominal GDP.,Ecuador,1971,4224.384,0.676027884,2.24
2562,PAN,PAN,Panama,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,The new base year is 2007.,Panama,1971,2603.57,1.66563134,2.24
2563,PER,PER,Peru,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,The new base year is 2007.,Peru,1971,18613.692,1.358234071,2.24
2564,MEX,MEX,Mexico,Upper middle income,Lower middle income & Upper middle income,Latin America & Caribbean,The new base year is 2008.,Mexico,1971,126339.151,2.351828302,2.24
2565,DZA,DZA,Algeria,Upper middle income,Lower middle income & Upper middle income,Middle East & North Africa,,Algeria,1971,18668.697,1.247898294,2.24
